location_name,date_reported,allbed_mean,allbed_lower,allbed_upper,ICUbed_mean,ICUbed_lower,ICUbed_upper,InvVen_mean,InvVen_lower,InvVen_upper,deaths_mean,deaths_lower,deaths_upper,admis_mean,admis_lower,admis_upper,newICU_mean,newICU_lower,newICU_upper,totdea_mean,totdea_lower,totdea_upper,bedover_mean,bedover_lower,bedover_upper,icuover_mean,icuover_lower,icuover_upper
Alabama,2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,3/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alabama,4/1/2020,335.5479377,62.83161765,784.8923713,73.14763922,14.9359375,167.2450368,39.47408922,8.05625,90.37058824,1.518,0,4,71.64683072,17.34705882,147.2952206,16.9054335,4,35.38180147,5.023,0,16,0,0,0,0,0,0
Alabama,4/2/2020,415.7963187,85.678125,943.1971875,89.82325817,20.240625,198.1945772,48.48495637,10.868125,107.2985294,1.972,0,5,85.54800008,22.5246875,169.7672549,20.1505652,5.468198529,40.1265625,6.995,0,21,0,0,0,0,0,0
Alabama,4/3/2020,509.1761429,119.0565257,1125.71443,109.0726571,27.73166667,233.4,58.8803406,14.87395833,125.9511765,2.57,0,7,100.5964471,33.33970588,190.8283333,23.73067941,7.731666667,45.69678309,9.565,0,28,0,0,0,0,0,0
Alabama,4/4/2020,616.0640471,156.7268382,1304.416176,130.7921681,35.64411765,266.2008824,70.61858856,19.28676471,144.8920588,3.285,1,8,116.7228888,37,215.9617647,27.51719779,8.873713235,50.70588235,12.85,1,36,0,0,0,0,0,0
Alabama,4/5/2020,737.9041489,199.2334314,1505.266667,155.1682058,44.975,302.2747059,83.78606176,23.72034314,162.5433333,4.144,1,10,134.8511666,46.64477124,234.7069853,31.75509714,10.87941176,55.94264706,16.994,2,46,0,0,0,0,0,0
Alabama,4/6/2020,874.9301962,259.6366667,1700.102941,182.2275626,57.05652574,340.3179228,98.43149812,30.86666667,182.5036765,5.169,1,12,153.7078566,59.76277574,254.5578431,36.28144918,14.2553125,59.9390625,22.163,3,58,0,0,0,0,0,0
Alabama,4/7/2020,1027.190494,329.1166667,1914.327941,211.6043898,71.80248162,382.3203125,114.2819741,38.46666667,205.1806985,6.347,1,14,173.3283453,71.4234375,275.2529412,40.82218758,16.12354167,64.65,28.51,4,72,0,0,0,0,0,0
Alabama,4/8/2020,1192.456736,408.9088235,2145.839706,242.9145724,90.06666667,421.1617647,131.2180263,48.18911765,228.0058824,7.721,2,16,191.8712822,88.72823529,289.8312745,45.25115784,20.46470588,69.35661765,36.231,6,88,0,0,0,0,0,0
Alabama,4/9/2020,1371.394995,507.0963725,2384.648529,276.0423576,110.4619485,451.1867647,149.1268319,60.22169118,245.8632353,9.269,2,19,211.8676239,102.74375,312.5573529,49.93713382,24.121875,73.35735294,45.5,8,107,0,0,0,0,0,0
Alabama,5/1/2020,3193.126582,2212.489706,3891.435625,424.7039271,258.2617647,570.7683333,229.4061241,139.2279412,309.1383333,32.547,23,39,181.9090699,95.58382353,270.8005882,42.88019183,22.175,64.46676471,673.051,415.975,921.05,0,0,0,0,0,96.76833333
Alabama,5/2/2020,3069.738836,2051.366176,3849.204688,401.9541665,236.692402,553.2083333,217.1220551,127.2926471,298.8683333,31.226,21,39,169.695214,84.58235294,255.5416667,39.9676875,19.99264706,60.43822917,704.277,436.975,960.05,0,0,0,0,0,79.20833333
Alabama,5/3/2020,2938.578207,1893.85,3788.341667,379.3242245,215.1706699,534.0583333,204.8644323,115.7539216,288.3772917,29.845,19,38.025,158.5363821,76.03676471,245.3163542,37.40995229,17.47058824,58.5684375,734.122,455.975,998.075,0,0,0,0,0,60.05833333
Alabama,5/4/2020,2802.672897,1735.488725,3699.2025,357.0384149,195.5264706,514.2990625,192.7973683,104.7573529,277.8328125,28.388,17.975,37.025,148.5457167,67.11617647,235.271875,35.02228154,16,56.27111111,762.51,473.95,1035.1,0,0,0,0,0,40.2990625
Alabama,5/5/2020,2663.076327,1598.851471,3589.326667,335.1909108,177.3470588,492.7595833,181.0826664,95.63529412,266.126875,26.885,16,36,138.278019,60.45735294,222.6683333,32.61103554,14.175,52.938125,789.395,489.95,1071.1,0,0,0,0,0,18.75958333
Alabama,5/6/2020,2522.304208,1460.470833,3483.980607,313.9563792,160.0955882,473.7429412,169.6192881,85.75147059,255.628125,25.41,14.975,35,128.5776807,53.175,208.453125,30.29620842,12.23496732,50,814.805,504.925,1106.1,0,0,0,0,0,0
Alabama,5/7/2020,2381.249793,1331.997222,3362.152647,293.3348471,142.9073529,454.2578125,158.5357924,76.35245098,245.13625,23.922,13,34,119.2462787,47.51617647,199.3466667,28.09964167,11.05416667,47.00166667,838.727,517.925,1140.1,0,0,0,0,0,0
Alabama,5/8/2020,2242.836067,1209.008824,3233.679706,273.7715308,128.2294118,432.08375,147.8932782,68.92736928,234.1659375,22.485,12,33,111.0047188,42.45441176,191.5008333,26.17930882,9.820588235,45.93666667,861.212,529.925,1173.1,0,0,0,0,0,0
Alabama,5/9/2020,2107.925897,1101.357353,3118.260208,255.2230298,114.4955882,411.3953125,137.9030588,60.87352941,222.5690257,21.053,11,31,103.4802204,37.58235294,184.7483333,24.41163407,8.411764706,43.67833333,882.265,540.925,1204.1,0,0,0,0,0,0
Alaska,2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,3/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,4/1/2020,37.49325,0,124.9,8.70045,0,28.2575,4.7074,0,15.25375,0.063,0,1,9.5192,0,26.8,2.23125,0,6.25125,0.085,0,1,0,0,0,0,0,0
Alaska,4/2/2020,48.4958,0,149.86,11.1456,0,32.70125,6.02845,0,17.9,0.139,0,1,11.2763,0,29.25875,2.67225,0,6.85,0.224,0,2,0,0,0,0,0,0
Alaska,4/3/2020,61.1887,0,177.875,13.85365,0,37.8525,7.481,0,20.45,0.209,0,1,13.21165,0,33.1625,3.12235,0,7.9,0.433,0,3,0,0,0,0,0,0
Alaska,4/4/2020,76.11985,0,207.4225,16.9359,0,43.6525,9.1541,0,23.5025,0.3,0,1,15.69245,0,36.205,3.68465,0,8.8,0.733,0,4,0,0,0,0,0,0
Alaska,4/5/2020,93.275,0,243.4625,20.39375,0,50.20625,11.0164,0,26.75125,0.404,0,1,18.215,0,41.05625,4.28145,0,9.70125,1.137,0,5,0,0,0,0,0,0
Alaska,4/6/2020,112.5925,0,280.76,24.20845,0,56.05625,13.0641,0,29.96375,0.547,0,2,20.75355,0,43.3025,4.90175,0,10.40375,1.684,0,7,0,0,0,0,0,2.05625
Alaska,4/7/2020,134.12045,5.02125,320.9075,28.29535,1.09875,62.40625,15.25,0.55,33.7525,0.707,0,2,23.52825,2.6,46.96125,5.51935,0.64875,10.95,2.391,0,9,0,0,0,0,0,8.40625
Alaska,4/8/2020,157.1301,10.555,357.6625,32.58195,2.87625,68.80625,17.55525,1.24875,37.1025,0.877,0,2,25.7407,5.83125,49.65,6.09,1.3,11.65125,3.268,0,11,0,0,0,0,0,14.80625
Alaska,4/9/2020,182.1051,20.10375,394.01375,37.1404,4.9,74.95,20.03445,2.7975,40.50125,1.072,0,3,28.54205,7.15,51.905,6.771,1.65,12.35125,4.34,0,14,0,0,0,0,0,20.95
Alaska,5/1/2020,486.70845,343.365,610.12,66.6447,39.495,89.81375,36.002,21.39,49.40125,4.395,3,6,29.66295,14.0975,48.25375,6.9767,3.15,11.4,82.495,36,133,0,0,0,12.6447,0,35.81375
Alaska,5/2/2020,472.4409,318.23,594.88375,63.6711,35.54625,88.95125,34.3905,19.3,48.75375,4.274,3,5,27.8801,10.995,46.3,6.5477,2.49875,10.8525,86.769,39,138,0,0,0,9.6711,0,34.95125
Alaska,5/3/2020,456.70585,289.90125,587.90625,60.67705,31.44875,87.55,32.79905,17.39875,47.50375,4.138,3,5,26.2461,8.94875,43.85,6.1862,2.1,10.8,90.907,42,143,0,0,0,6.67705,0,33.55
Alaska,5/4/2020,439.84655,264.0875,574.22625,57.5954,28.14875,85.5,31.15015,15.7,46.85125,3.974,2,5,24.70895,7.9975,42.86125,5.81125,1.84875,10.15125,94.881,44,148,0,0,0,3.5954,0,31.5
Alaska,5/5/2020,421.75145,242.33875,570.31,54.52415,25.74875,83.76625,29.4926,14.2,45.2025,3.81,2,5,23.00985,7.55,41.20375,5.45435,1.75,9.95,98.691,46,153,0,0,0,0.52415,0,29.76625
Alaska,5/6/2020,403.08195,221.61625,560.21625,51.4976,23.79875,81.55375,27.86265,13.09875,44.5025,3.635,2,5,21.62985,6.99875,39.75,5.1118,1.55,9.65,102.326,48,158,0,0,0,0,0,27.55375
Alaska,5/7/2020,383.97765,202.14875,550.27375,48.49185,21.15,78.0025,26.2187,11.5,42.7025,3.462,2,5,20.28955,7.09875,38.3525,4.8031,1.55,9.05125,105.788,50,163,0,0,0,0,0,24.0025
Alaska,5/8/2020,365.021,186.99,537.2675,45.6906,19.19875,76.90375,24.71355,10.3,41.3525,3.281,2,5,19.2165,6.79875,36.7025,4.53755,1.55,8.85125,109.069,52,168,0,0,0,0,0,22.90375
Alaska,5/9/2020,346.0237,171.79625,528.9,42.9037,17.895,72.66875,23.20405,9.6,39.65125,3.107,1,5,17.86515,6.55,35.45,4.2057,1.4,8.40625,112.176,53,173,0,0,0,0,0,18.66875
Arizona,2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,3/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arizona,4/1/2020,1225.653396,1074.844231,1400.571429,259.445189,228.0711538,297.6696429,140.1858779,122.6903846,160.8660714,7.065,6,8,224.5510938,187.3020833,265.2321429,52.94548549,43.46153846,63.78928571,31.06,28,35,0,0,0,0,0,0
Arizona,4/2/2020,1453.343749,1275.292308,1659.218929,304.193325,265.6125,349.1553571,164.363491,143.075,189.0757143,8.649,8,10,254.8302222,214.5326923,301.7968407,60.0760386,50.075,71.7147619,39.709,36,45,0,0,0,0,0,0
Arizona,4/3/2020,1705.572257,1500.457692,1947.544286,352.6559753,308.3788462,403.5360714,190.5432795,166.575,218.7285714,10.823,10,12,285.1204602,243.4339286,334.7382143,67.19403897,56.16458333,79.43214286,50.532,46,57,0,0,0,0,0,0
Arizona,4/4/2020,1976.375924,1745.978846,2252.582143,403.0972506,352.9019231,461.2671429,217.741376,190.15,249.5785714,13.158,12,14,313.9575439,271.5365385,365.0035714,74.03180041,62.68958333,86.78571429,63.69,58,71,0,0,0,0,0,0
Arizona,4/5/2020,2265.786036,2009.907692,2577.653571,455.8427377,400.3,520.3625,246.1983504,215.4615385,281.8589286,16.343,14,19,343.702693,296.7653846,399.1389286,80.97944652,69.22916667,94.4675,80.033,72,90,0,0,0,0,0,12.3625
Arizona,4/6/2020,2566.095091,2278.226923,2915.095357,508.3598379,448.1307692,579.0875,274.5238162,239.9903846,313.5053571,18.76,16,22,368.16288,319.3041667,423.3392857,86.73221767,73.84423077,100.0714286,98.793,88,112,0,0,0,0.359837866,0,71.0875
Arizona,4/7/2020,2874.379371,2553.390385,3255.383214,560.9358454,497.9770833,638.1446429,302.8488482,266.6884615,344.3571429,21.86,19,25,389.6684951,340.6865385,449.2196429,91.85415833,79.30535714,105.805,120.653,107,137,0,0,0,52.93584538,0,130.1446429
Arizona,4/8/2020,3187.629241,2841.869231,3608.885714,612.0984045,543.2211538,692.9446429,330.5449882,291.6057692,374.7160714,25.451,22,29,410.7618058,361.8603846,466.6517857,96.75124071,84.46461538,110.9345238,146.104,129,166,0,0,0,104.0984045,35.22115385,184.9446429
Arizona,4/9/2020,3506.17759,3141.067308,3957.807143,661.9004565,589.3807692,745.2946429,357.4526618,318.5307692,403.7928571,29.216,25,34,435.1896251,385.7653846,490.0875,102.5564999,90,116.5035714,175.32,154,200,0,0,0,153.9004565,81.38076923,237.2946429
Arizona,5/1/2020,3557.938478,2644.699583,4383.483333,437.6248563,296.6516667,574.0958333,236.1694437,159.3966667,309.8395833,36.401,27,44,177.0162059,100.93,256.1708333,41.77193022,23.59666667,61.25208333,1211.396,1051,1368,0,0,0,0,0,66.09583333
Arizona,5/2/2020,3348.933762,2433.854375,4198.583333,407.9256763,266.5278125,547.7520833,220.2289612,143.665,296.0916667,34.139,25,42,164.3396242,91.4,243.4216346,38.78796667,20.86666667,58.16875,1245.535,1076,1410,0,0,0,0,0,39.75208333
Arizona,5/3/2020,3143.882882,2219.47,4002.964583,379.8784224,240.665,518.9270833,205.1456239,129.7833333,280.34375,31.944,23,40.025,152.6889434,80.39833333,231.0916667,36.03023072,18.665,55.16666667,1277.479,1099,1450.025,0,0,0,0,0,10.92708333
Arizona,5/4/2020,2944.083382,2029.928333,3815.452083,353.0820847,216.2,492.0145833,190.643843,116.2666667,266.5,29.843,21,39,141.0365215,71.33,218.78125,33.25469322,16.73166667,52.25416667,1307.322,1120,1489.025,0,0,0,0,0,0
Arizona,5/5/2020,2751.069258,1848.87,3634.133333,327.6377471,194.7833333,466.34375,176.9207387,104.3983333,251.09375,27.806,19,37,130.0675662,62.06333333,205.6729167,30.66056401,14.26666667,49.33541667,1335.128,1139,1526.025,0,0,0,0,0,0
Arizona,5/6/2020,2566.529179,1672.923333,3453.660417,303.8791824,174.0583333,441.1020833,164.1248921,93.72666667,238.5375,25.887,17,35,120.69829,54.73166667,193.8416667,28.37720504,12.73166667,45.91875,1361.015,1156,1561.025,0,0,0,0,0,0
Arizona,5/7/2020,2390.710358,1507.808333,3271.7125,281.5361539,153.9933333,416,152.0947624,83.26166667,224.6666667,24.055,15,33,111.6527434,48.385,184.1,26.30748787,11.31135417,43.66875,1385.07,1171,1594.025,0,0,0,0,0,0
Arizona,5/8/2020,2224.247207,1356.6,3101.158333,260.8482696,136.5983333,394.2541667,140.9322641,73.72166667,212.8416667,22.367,14,31,103.6580139,42.53,173.6961538,24.44494565,9.5325,41.75208333,1407.437,1185,1625.025,0,0,0,0,0,0
Arizona,5/9/2020,2067.395951,1211,2939.9375,241.6459274,122.0416667,371.6770833,130.5665824,65.39666667,200.75,20.732,12,30,96.22252825,36.26333333,166.39375,22.65789492,8.465,39.66875,1428.169,1197,1655.025,0,0,0,0,0,0
Arizona,8/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.405,1282.975,2133.025,0,0,0,0,0,0
Arizona,8/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.405,1282.975,2133.025,0,0,0,0,0,0
Arizona,8/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.405,1282.975,2133.025,0,0,0,0,0,0
Arizona,8/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687.405,1282.975,2133.025,0,0,0,0,0,0
Arkansas,2/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/17/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/4/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/6/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/9/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/10/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/11/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/15/2020,0.052608187,0,0.017105263,0.01144152,0,0,0.005692982,0,0,0,0,0,0.052608187,0,0.017105263,0.01144152,0,0,0,0,0,0,0,0,0,0,0
Arkansas,3/16/2020,0.187307018,0,2.888888889,0.043002924,0,0.685160819,0.022254386,0,0.368421053,0,0,0,0.13469883,0,2.176973684,0.031561404,0,0.526315789,0,0,0,0,0,0,0,0,0
Arkansas,3/17/2020,0.551961988,0,6.780555556,0.123418129,0,1.5,0.067362573,0,0.779166667,0,0,0,0.364654971,0,5.6125,0.080415205,0,1.223611111,0,0,0,0,0,0,0,0,0
Arkansas,3/18/2020,1.217564327,0,10.31578947,0.279511696,0,2.421052632,0.152967836,0,1.368421053,0,0,0,0.665602339,0,6.475,0.156093567,0,1.578947368,0,0,0,0,0,0,0,0,0
Arkansas,3/19/2020,2.322023392,0,13.28399123,0.541795322,0,3.222222222,0.29504386,0,1.833333333,0,0,0,1.104459064,0,8.106578947,0.262283626,0,1.947368421,0,0,0,0,0,0,0,0,0
Arkansas,3/20/2020,4.123654971,0,21.15811404,0.974929825,0,5.001315789,0.53072807,0,2.833333333,0,0,0,1.801631579,0,9.736842105,0.433134503,0,2.333333333,0,0,0,0,0,0,0,0,0
Arkansas,3/21/2020,6.638730994,0,29.89429825,1.566473684,0,7.279166667,0.842871345,0,4.055555556,0,0,0,2.515076023,0,10.94583333,0.59154386,0,2.632894737,0,0,0,0,0,0,0,0,0
Arkansas,3/22/2020,10.07682456,0,42.34473684,2.385076023,0,9.891666667,1.287064327,0,5.368421053,0,0,0,3.438093567,0,12.28333333,0.818602339,0,3.056798246,0,0,0,0,0,0,0,0,0
Arkansas,3/23/2020,15.03491813,0,55.45833333,3.551643275,0,13.00263158,1.922035088,0,6.947368421,0,0,0,4.968827485,0,15.94846491,1.17730117,0,3.790570175,0,0,0,0,0,0,0,0,0
Arkansas,3/24/2020,21.44560819,0,75.84744152,5.047961988,0,17.50277778,2.719008772,0,9.561403509,2,2,2,6.440353801,0,20.83355263,1.525982456,0,4.833333333,2,2,2,0,0,0,0,0,0
Arkansas,3/25/2020,29.77442105,0,98.44861111,6.954011696,0,22.47631579,3.747330409,0,12.31622807,0.053,0,1,8.426748538,0,26.32178363,1.984409357,0,5.95,2.053,2,3,0,0,0,0,0,0
Arkansas,3/26/2020,40.69826316,0.667105263,127.8333333,9.403845029,0.051315789,28.55614035,5.065608187,0,15.17565789,0.103,0,1,11.11682164,0,30.63289474,2.603298246,0,7.227192982,2.156,2,4,0,0,0,0,0,0
Arkansas,3/27/2020,54.7465,2.163815789,165.7833333,12.54324561,0.472953216,37.06388889,6.768289474,0.220833333,20.28888889,0.172,0,1,14.38630702,0,38.63135965,3.397830409,0,9.284722222,2.328,2,5,0,0,0,0,0,0
Arkansas,3/28/2020,72.21089474,7.222222222,206.1666667,16.36140058,1.576973684,45.28435673,8.830400585,0.789181287,24.74210526,0.229,0,1,18.02240058,0.667105263,46.38559942,4.245552632,0.051315789,11.10526316,2.557,2,6,0,0,0,0,0,0
Arkansas,3/29/2020,93.94819298,10.27777778,259.5627193,21.09330994,2.3875,56.26907895,11.39314035,1.222222222,30.84868421,0.338,0,1,22.49612281,1.444444444,55.33552632,5.31551462,0.368421053,13.33472222,2.895,2,7,0,0,0,0,0,0
